17,0,153,0,9,5661
25,0,154,0,9,1542
35,0,155,0,9,472
36,0,156,0,9,5194
37,0,157,0,9,8483
38,0,158,0,5,5729
39,0,159,0,9,6050
40,0,160,0,9,6051
43,0,161,0,9,6060
44,0,162,0,9,1882
45,0,163,0,5,3265
47,0,164,0,9,9767
48,0,165,0,9,5341
49,0,166,0,5,9906
51,0,167,0,9,7081
52,0,168,0,9,5848
53,0,169,0,5,8370
55,0,170,0,9,6077
56,0,171,0,9,12647
57,0,172,0,9,12645
59,0,173,0,9,3261
60,0,174,0,9,15441
61,0,175,0,9,65304
79,0,176,0,9,73553
80,0,177,0,9,7180
85,0,178,0,9,10888
120,0,179,0,9,10006
121,0,180,0,9,10008
127,0,181,0,5,9031
129,0,182,0,9,5633
139,0,183,0,9,8003
140,0,184,0,9,11109
143,0,185,0,9,184381
147,0,186,0,9,5632
148,0,187,0,5,5447
153,0,188,0,9,8740
154,0,189,0,5,8738
192,0,190,0,9,5279
193,0,191,0,9,7777
194,0,192,0,9,9970
195,0,193,0,9,10052
200,0,194,0,9,2499
201,0,195,0,9,2308
202,0,196,0,9,10287
203,0,197,0,9,3218
209,0,198,0,9,7947
210,0,199,0,9,10872
236,0,200,0,9,10150
237,0,201,0,9,4265
238,0,202,0,9,14283
239,0,203,0,9,9785
285,0,204,0,9,6558
286,0,205,0,9,3409
287,0,206,0,9,4734
647,0,207,0,4,20190
710,0,208,0,9,8147
711,0,209,0,9,10890
714,0,210,0,9,12774
718,0,211,0,9,2951
719,0,212,0,9,66873
720,0,213,0,4,2368
727,0,214,0,4,26577
746,0,215,0,9,164727
753,0,216,0,4,20094
754,0,217,0,4,20218
756,0,218,0,4,1379
763,0,219,0,9,17007
766,0,220,0,9,19621
767,0,221,0,9,20443
768,0,222,0,9,1383
776,0,223,0,4,2743
778,0,224,0,9,1682
781,0,225,0,9,19644
788,0,226,0,9,4801
789,0,227,0,4,19699
790,0,228,0,4,19401
791,0,229,0,4,20334
792,0,230,0,9,10295
793,0,231,0,9,2186
794,0,232,0,9,2185
795,0,233,0,9,3900
796,0,234,0,9,2094
797,0,235,0,9,2359
798,0,236,0,9,2176
799,0,237,0,9,2106
809,0,238,0,4,20033
810,0,239,0,4,19726
811,0,240,0,4,19137
812,0,241,0,4,15990
816,0,242,0,4,2710
820,0,243,0,4,6470
821,0,244,0,4,17102
826,0,245,0,4,19271
827,0,246,0,4,2038
832,0,247,0,4,3394
837,0,248,0,9,5730
838,0,249,0,9,5731
839,0,250,0,9,14467
840,0,251,0,9,10908
843,0,252,0,9,3713
844,0,253,0,9,2101
845,0,254,0,9,5441
846,0,255,0,9,14271
847,0,256,0,9,1019
848,0,257,0,9,697
849,0,258,0,9,1020
850,0,259,0,9,510
851,0,260,0,9,2780
852,0,261,0,9,5208
853,0,262,0,9,22102
854,0,263,0,9,2943
859,0,264,0,5,9880
860,0,265,0,9,3443
863,0,266,0,4,19213
864,0,267,0,4,26579
865,0,268,0,4,5212
866,0,269,0,4,20357
867,0,270,0,4,3993
868,0,271,0,4,19713
869,0,272,0,4,5163
870,0,273,0,4,33458
871,0,274,0,4,19235
872,0,275,0,1,19242
873,0,276,0,4,20298
876,0,277,0,9,1680
880,0,278,0,4,20382
885,0,279,0,4,8494
886,0,280,0,4,20093
888,0,281,0,1,3524
890,0,282,0,4,20386
892,0,283,0,4,7816
897,0,284,0,4,6165
899,0,285,0,4,6456
906,0,286,0,9,1058
907,0,287,0,9,2953
908,0,288,0,9,1060
909,0,289,0,9,1068
911,0,290,0,4,28628
913,0,291,0,9,20170
914,0,292,0,4,1727
920,0,293,0,4,19703
922,0,294,0,9,22097
923,0,295,0,9,20110
924,0,296,0,9,22131
925,0,297,0,9,2861
926,0,298,0,9,22108
927,0,228,0,9,19401
928,0,299,0,9,22151
934,0,300,0,4,19405
935,0,301,0,4,8272
936,0,302,0,4,5215
937,0,303,0,4,20329
940,0,304,0,4,16676
943,0,305,0,4,20256
944,0,306,0,4,20253
945,0,307,0,9,859
948,0,307,0,9,859
983,0,308,0,2,66341
1008,0,309,0,9,1550
1009,0,310,0,5,8583
1010,0,311,0,9,18630
1011,0,312,0,9,68756
1018,0,313,0,9,1121
1117,0,314,0,9,7453
1121,0,315,0,4,703
1131,0,316,0,5,7469
1154,0,247,0,9,3394
1155,0,317,0,1,20327
1158,0,318,0,2,19643
1159,0,319,0,9,1716
1161,0,320,0,9,679
1162,0,321,0,9,1166
1163,0,322,0,9,1170
1168,0,323,0,4,30993
1169,0,324,0,4,2456
1171,0,325,0,2,67341
1172,0,326,0,2,6520
1173,0,327,0,9,67048
1182,0,328,0,9,68840
1183,0,329,0,2,66890
1190,0,330,0,4,15120
1194,0,331,0,9,22093
1195,0,332,0,9,7495
1196,0,333,0,9,184629
1197,0,334,0,9,5226
1198,0,335,0,9,20112
1200,0,336,0,9,18663
1201,0,337,0,9,1705
1202,0,338,0,9,2329
1203,0,339,0,4,2594
1204,0,340,0,4,1644
1207,0,341,0,4,5199
1211,0,342,0,4,9536
1213,0,343,0,9,1028
1214,0,344,0,4,19625
1215,0,345,0,4,10988
1216,0,346,0,9,6193
1218,0,347,0,4,5527
1219,0,348,0,4,20122
1220,0,349,0,4,3367
1259,0,350,0,9,30392
1263,0,351,0,4,22215
1264,0,352,0,5,5530
1265,0,353,0,4,20156
1270,0,354,0,5,27752
1273,0,355,0,5,12723
1275,0,256,0,5,1019
1276,0,356,0,5,2210
1280,0,357,0,4,178254
1282,0,358,0,5,178262
1287,0,359,0,4,6447
1292,0,360,0,1,2767
1296,0,361,0,4,4770
1297,0,362,0,4,19035
1299,0,363,0,4,15767
1300,0,364,0,4,20391
1302,0,365,0,5,1796
1303,0,259,0,5,510
1304,0,366,0,5,5444
1306,0,367,0,5,11387
1310,0,368,0,5,15673
1314,0,369,0,4,17057
1317,0,370,0,5,20377
1318,0,371,0,4,19290
1351,0,372,0,4,12741
1355,0,373,0,4,28613
1359,0,374,0,9,4583
1360,0,375,0,2,68843
1364,0,376,0,9,4589
1366,0,377,0,9,8409
1367,0,378,0,9,4463
1368,0,379,0,9,9374
1369,0,380,0,9,5728
1370,0,381,0,9,5578
1372,0,373,0,9,28613
1374,0,382,0,9,12850
1376,0,383,0,9,23101
1377,0,384,0,9,11051
1378,0,385,0,9,9187
1380,0,386,0,9,12426
1382,0,387,0,9,5197
1383,0,388,0,9,453
1384,0,389,0,9,1546
1386,0,390,0,9,19247
1387,0,391,0,4,20087
1388,0,392,0,9,18437
1389,0,393,0,9,1595
1391,0,394,0,4,5542
1394,0,395,0,4,5203
1395,0,162,0,9,1882
1396,0,396,0,9,2201
1405,0,397,0,4,5540
1406,0,398,0,4,5638
1411,0,399,0,9,20442
1412,0,400,0,9,20074
1413,0,401,0,9,1547
1414,0,402,0,9,19525
1415,0,403,0,9,19613
1416,0,388,0,9,453
1417,0,404,0,9,8501
1418,0,405,0,9,4473
1419,0,406,0,9,4472
1420,0,407,0,9,4471
1421,0,373,0,9,28613
1422,0,408,0,9,4470
